 Procedimentos hospitalares do SUS - por local de internação - Brasil
InternaçõesValor totalDias permanênciaÓbitos por Município
Procedimento: todos, exceto Covid
Período:Abr-Dez/2020
"Município";"Internações";"Valor_total";"Dias_permanência";"Óbitos"
"291733 Iuiú";173;87070,46;369;3
"291735 Jaborandi";522;242650,43;1780;25
"291740 Jacaraci";304;118607,24;1323;19
"291750 Jacobina";4083;1760442,38;12590;242
"291760 Jaguaquara";1194;399714,16;3029;30
"291770 Jaguarari";384;183383,50;1344;15
"291800 Jequié";10044;10396168,92;51700;596
"291810 Jeremoabo";361;168899,03;483;20
"291820 Jiquiriçá";265;90953,86;949;13
"291830 Jitaúna";113;47548,68;314;4
"291835 João Dourado";275;125367,91;760;9
"291840 Juazeiro";11071;10656505,75;61414;540
"291850 Jussara";165;77875,01;524;3
"291855 Jussari";9;3663,12;28;1
"291860 Jussiape";122;46816,24;320;18
"291880 Laje";208;76108,85;884;9
"291905 Lajedo do Tabocal";91;36721,59;359;5
"291915 Lapão";729;357428,02;2056;19
"291920 Lauro de Freitas";2930;2488498,28;18238;139
"291930 Lençóis";101;38039,07;355;2
"291940 Licínio de Almeida";240;59665,89;772;17
"291950 Livramento de Nossa Senhora";1475;603806,58;5622;54
"291955 Luís Eduardo Magalhães";1652;791079,16;2657;-
"291960 Macajuba";136;53824,23;455;16
"291970 Macarani";768;462646,78;2804;30
"291980 Macaúbas";1046;470552,89;3806;49
"292000 Maiquinique";281;142255,31;705;-
"292010 Mairi";616;252386,62;2390;43
"292020 Malhada";490;302341,22;1671;4
"292050 Maracás";552;224302,44;2132;49
"292080 Marcionílio Souza";39;15521,80;100;2
"292100 Mata de São João";1236;538644,84;4370;33
"292105 Matina";109;56643,22;394;2
"292110 Medeiros Neto";491;204742,74;1405;28
"292120 Miguel Calmon";2156;970904,47;6352;58
"292130 Milagres";154;59664,28;508;4
"292170 Morro do Chapéu";1212;582173,52;3363;58
"292180 Mortugaba";281;68980,69;775;16
"292190 Mucugê";208;93145,71;688;2
"292200 Mucuri";952;467835,72;2310;34
"292205 Mulungu do Morro";231;107903,76;726;-
"292210 Mundo Novo";319;113443,57;1093;25
"292230 Muritiba";238;183064,80;-;-
"292240 Mutuípe";423;178146,41;1495;34
"292250 Nazaré";935;334622,63;2535;47
"292265 Nordestina";266;105831,55;848;7
"292270 Nova Canaã";1171;537066,76;3786;8
"292273 Nova Fátima";70;28623,11;311;5
"292290 Nova Soure";209;90838,17;853;13
"292300 Nova Viçosa";316;137225,23;945;19
"292310 Olindina";1105;562475,03;2819;36
"292320 Oliveira dos Brejinhos";370;184559,63;1347;20
"292330 Ouriçangas";63;28577,87;200;5
"292335 Ourolândia";232;73686,04;842;2
"292340 Palmas de Monte Alto";536;278048,20;2019;27
"292360 Paramirim";1834;883423,04;3952;47
"292370 Paratinga";809;307146,29;1830;5
"292390 Pau Brasil";182;73157,57;726;11
"292400 Paulo Afonso";4175;2075905,59;15878;179
"292405 Pé de Serra";127;52970,42;641;7
"292430 Piatã";334;131317,67;1125;15
"292440 Pilão Arcado";416;207333,86;1067;-
"292450 Pindaí";343;175282,57;1263;9
"292460 Pindobaçu";616;305081,37;1744;25
"292465 Pintadas";77;30109,88;377;5
"292470 Piripá";134;32235,59;540;11
"292480 Piritiba";169;68282,58;577;17
"292490 Planaltino";376;188739,71;892;-
"292500 Planalto";428;178912,28;1792;19
"292510 Poções";1382;482633,70;4353;59
"292520 Pojuca";859;322291,43;2525;36
"292525 Ponto Novo";326;163011,56;913;12
"292530 Porto Seguro";5997;5252086,14;24853;253
"292540 Potiraguá";86;27444,12;279;1
"292550 Prado";86;27289,36;261;4
"292560 Presidente Dutra";237;113118,50;861;6
"292575 Presidente Tancredo Neves";415;172716,73;1237;20
"292580 Queimadas";924;443714,12;2159;-
"292590 Quijingue";301;119994,56;930;-
"292595 Rafael Jambeiro";259;99249,03;654;18
"292600 Remanso";678;630021,76;1762;27
"292610 Retirolândia";119;63986,28;269;6
"292620 Riachão das Neves";142;56985,51;426;-
"292630 Riachão do Jacuípe";1526;778643,55;3910;29
"292640 Riacho de Santana";638;266271,96;1910;40
"292650 Ribeira do Amparo";63;25176,92;186;3
"292660 Ribeira do Pombal";3551;2456183,01;15251;225
"292670 Rio de Contas";118;45207,45;362;15
"292690 Rio do Pires";380;163997,04;779;9
"292700 Rio Real";541;202899,01;2240;18
"292720 Ruy Barbosa";2753;896260,17;4621;66
"292730 Salinas da Margarida";114;34644,45;246;4
"292740 Salvador";138507;295504566,08;938614;6916
"292770 Santa Cruz Cabrália";125;45506,61;365;5
"292790 Santa Inês";142;70402,44;372;3
"292810 Santa Maria da Vitória";866;351736,13;2673;46
"292840 Santa Rita de Cássia";688;271005,07;3257;23
"292850 Santa Teresinha";172;65137,78;438;9
"292800 Santaluz";1788;753058,92;4214;47
"292820 Santana";455;206412,37;1323;20
"292830 Santanópolis";62;28775,11;149;7
"292870 Santo Antônio de Jesus";9893;10542301,24;40805;621
"292880 Santo Estêvão";469;183633,74;1808;32
"292890 São Desidério";781;396795,26;2672;1
"292895 São Domingos";191;78091,78;688;15
"292910 São Felipe";95;37519,18;547;11
"292900 São Félix";2068;1846254,23;6190;92
"292905 São Félix do Coribe";484;179578,05;1064;15
"292920 São Francisco do Conde";783;314747,90;3040;31
"292925 São Gabriel";193;93721,93;742;9
"292930 São Gonçalo dos Campos";42;18962,03;294;7
"292940 São Miguel das Matas";1169;765755,54;3468;1
"292950 São Sebastião do Passé";478;191841,45;1885;48
"292960 Sapeaçu";339;140143,22;778;13
"292970 Sátiro Dias";185;76318,83;640;19
"292980 Saúde";230;136586,15;901;8
"292990 Seabra";2822;1376666,70;10787;168
"293000 Sebastião Laranjeiras";55;25714,02;144;4
"293010 Senhor do Bonfim";1723;793513,25;4418;64
"293020 Sento Sé";306;150196,78;974;16
"293015 Serra do Ramalho";34;13672,43;37;-
"293030 Serra Dourada";587;268025,46;1439;1
"293040 Serra Preta";115;39614,75;451;15
"293050 Serrinha";1288;690552,90;4393;53
"293060 Serrolândia";188;66504,40;621;2
"293070 Simões Filho";2309;923469,81;8040;157
"293075 Sítio do Mato";184;57809,73;268;-
"293077 Sobradinho";236;97955,87;1103;18
"293080 Souto Soares";333;145028,21;1385;6
"293090 Tabocas do Brejo Velho";368;138698,33;718;-
"293105 Tanque Novo";284;111949,19;717;15
"293110 Tanquinho";19;7429,48;69;1
"293120 Taperoá";152;62134,19;657;-
"293130 Tapiramutá";408;147956,03;1198;5
"293135 Teixeira de Freitas";8181;9782838,68;27832;359
"293150 Teofilândia";141;78711,72;506;8
"293160 Teolândia";246;122205,58;573;1
"293180 Tremedal";142;59813,62;363;2
"293190 Tucano";479;182212,86;1962;21
"293200 Uauá";337;136907,72;1211;22
"293210 Ubaíra";435;143567,38;1159;31
"293220 Ubaitaba";1296;656998,86;3008;8
"293230 Ubatã";140;56526,68;428;10
"293240 Uibaí";344;146552,33;1020;1
"293250 Una";356;213421,16;1683;24
"293260 Urandi";437;211014,16;1368;26
"293280 Utinga";232;77651,63;898;3
"293290 Valença";3309;1677299,56;9476;145
"293300 Valente";291;137803,46;803;8
"293305 Várzea da Roça";76;31519,84;278;9
"293310 Várzea do Poço";229;88891,39;712;6
"293315 Várzea Nova";831;692257,79;2443;-
"293320 Vera Cruz";330;144536,79;586;-
"293325 Vereda";102;44785,40;327;-
"293330 Vitória da Conquista";21783;37029923,07;104655;1189
"293340 Wagner";793;380782,37;1579;12
"293345 Wanderley";1282;908031,77;4284;2
"293350 Wenceslau Guimarães";278;125879,38;778;18
"293360 Xique-Xique";1272;575745,08;4074;43
"310020 Abaeté";707;299816,16;2321;45
"310030 Abre Campo";741;299326,22;1863;25
"310090 Águas Formosas";989;509780,83;3237;14
"310100 Águas Vermelhas";433;163640,38;1240;16
"310110 Aimorés";1260;433977,60;3693;64
"310120 Aiuruoca";483;276972,98;1575;35
"310130 Alagoa";25;8076,99;125;-
"310150 Além Paraíba";1118;811772,86;4785;105
"310160 Alfenas";8430;16417312,26;33823;516
"310170 Almenara";3361;1522806,20;10440;158
"310190 Alpinópolis";388;162675,86;1397;27
"310200 Alterosa";404;180485,13;1114;21
"310210 Alto Rio Doce";117;51133,82;418;15
"310230 Alvinópolis";215;73511,21;649;19
"310260 Andradas";1269;768011,95;3790;73
"310280 Andrelândia";306;142125,26;1435;28
"310290 Antônio Carlos";18;8132,82;87;-
"310340 Araçuaí";1641;833895,25;7152;113
"310350 Araguari";2893;4478560,36;13367;129
"310375 Araporã";215;123987,20;566;9
"310400 Araxá";2553;3479105,94;14365;216
"310420 Arcos";837;370803,29;2783;37
"310430 Areado";267;122323,24;708;13
"310450 Arinos";151;56381,15;664;-
"310470 Ataléia";222;90250,50;1050;11
"310490 Baependi";1446;2007772,08;6460;98
"310510 Bambuí";1187;759243,10;8012;58
"310540 Barão de Cocais";508;240923,72;2056;24
"310560 Barbacena";8660;20796825,43;93283;633
"310590 Barroso";803;437366,69;2426;51
"310620 Belo Horizonte";166535;347128595,93;1000564;7236
"310630 Belo Oriente";350;136849,22;1415;13
"310640 Belo Vale";473;165712,49;1743;28
"310650 Berilo";198;77108,80;953;6
"310670 Betim";12713;27207930,17;71245;521
"310690 Bicas";604;193585,61;2487;40
"310710 Boa Esperança";1100;616448,11;3136;48
"310730 Bocaiúva";1989;912998,26;6475;85
"310740 Bom Despacho";1355;665478,99;4046;71
"310750 Bom Jardim de Minas";140;55650,85;610;10
"310800 Bom Sucesso";209;110955,50;630;30
"310840 Botelhos";131;63559,03;663;14
"310860 Brasília de Minas";3485;2788285,98;13104;202
"310890 Brazópolis";151;103287,90;568;16
"310900 Brumadinho";533;191623,51;2298;11
"310910 Bueno Brandão";258;109955,14;1050;19
"310930 Buritis";736;335013,54;1865;10
"310950 Cabo Verde";608;258429,82;2695;29
"310270 Cachoeira de Pajeú";214;91048,77;695;7
"310990 Caetanópolis";588;211199,83;1853;22
"311000 Caeté";1039;529189,68;3900;54
"311030 Caldas";301;155707,61;1018;18
"311050 Camanducaia";809;396308,91;2429;46
"311060 Cambuí";1221;625286,51;3203;62
"311070 Cambuquira";390;169715,84;1367;30
"311090 Campanha";184;101989,51;981;29
"311100 Campestre";609;267604,37;1731;17
"311110 Campina Verde";524;259001,66;1514;22
"311120 Campo Belo";3480;3348755,25;13318;223
"311130 Campo do Meio";113;47374,92;472;8
"311150 Campos Altos";486;209311,54;2002;13
"311160 Campos Gerais";837;535427,45;5470;45
"311180 Canápolis";310;151808,76;1003;18
"311200 Candeias";234;117934,40;1113;17
"311230 Capelinha";1634;833096,00;5492;58
"311260 Capinópolis";213;95853,65;437;6
"311280 Capitólio";73;32990,73;167;5
"311300 Caraí";461;155608,03;2408;43
"311320 Carandaí";571;328472,88;2528;30
"311330 Carangola";4887;12235134,10;29616;272
"311340 Caratinga";3687;5647785,08;16521;240
"311350 Carbonita";192;101025,51;788;6
"311360 Careaçu";234;99868,80;361;8
"311370 Carlos Chagas";661;316268,59;3567;29
"311390 Carmo da Cachoeira";282;137035,59;963;25
"311400 Carmo da Mata";48;20485,18;180;4
"311410 Carmo de Minas";327;123738,38;1156;26
"311430 Carmo do Paranaíba";446;210129,52;1254;15
"311440 Carmo do Rio Claro";728;368292,01;2215;20
"311450 Carmópolis de Minas";418;189376,92;1227;6
"311460 Carrancas";72;33266,12;239;6
"311510 Cássia";1538;805123,70;5040;61
"311530 Cataguases";2828;2547749,60;12009;234
"311550 Caxambu";543;290318,10;1436;29
"311570 Central de Minas";89;42726,54;351;5
"311580 Centralina";194;78660,96;723;3
"311615 Chapada Gaúcha";37;14666,78;90;-
"311630 Cipotânea";133;56961,04;297;6
"311660 Cláudio";959;459203,13;3294;28
"311680 Coluna";198;103470,62;659;4
"311710 Conceição da Aparecida";341;161880,52;817;19
"311730 Conceição das Alagoas";838;383407,75;1707;4
"311750 Conceição do Mato Dentro";313;124443,84;1767;15
"311770 Conceição do Rio Verde";299;149795,15;655;11
"311800 Congonhas";1274;774920,53;5216;65
"311820 Conquista";45;21787,63;194;4
"311830 Conselheiro Lafaiete";3832;4425183,10;16195;241
"311840 Conselheiro Pena";160;88830,98;544;-
"311860 Contagem";14313;20711648,63;74652;798
"311880 Coração de Jesus";762;344917,93;2424;18
"311930 Coromandel";697;339745,90;2110;26
"311940 Coronel Fabriciano";1671;2454699,92;8111;160
"312020 Cristais";138;61342,20;503;13
"312050 Cristina";534;213530,01;1365;21
"312080 Cruzília";1186;612791,89;3978;53
"312090 Curvelo";4770;7633561,40;21049;317
"312120 Delfinópolis";50;16074,45;163;6
"312160 Diamantina";5338;10036351,65;29281;304
"312200 Divino";292;159395,96;1640;11
"312210 Divino das Laranjeiras";51;20181,33;150;-
"312230 Divinópolis";9812;25496771,95;38630;482
"312260 Dom Joaquim";112;34941,15;347;3
"312270 Dom Silvério";76;36701,56;330;7
"312320 Dores do Indaiá";519;264594,95;1716;29
"312360 Elói Mendes";1271;657537,43;2496;26
"312390 Entre Rios de Minas";605;307268,21;1939;44
"312400 Ervália";442;201080,24;1955;21
"312410 Esmeraldas";1737;639289,35;5375;55
"312420 Espera Feliz";435;176574,67;2283;28
"312430 Espinosa";576;337485,11;1448;12
"312450 Estiva";125;54044,83;371;16
"312470 Estrela do Indaiá";142;64665,05;355;7
"312490 Eugenópolis";285;118964,51;669;3
"312510 Extrema";1044;2097092,46;4398;86
"312560 Felisburgo";380;142853,61;1006;15
"312590 Ferros";227;57014,63;729;9
"312595 Fervedouro";139;59179,12;659;3
"312610 Formiga";2137;3791933,85;10119;171
"312670 Francisco Sá";885;358406,25;3417;32
"312710 Frutal";1857;815586,87;6259;94
"312760 Gouveia";351;135300,22;1101;10
"312770 Governador Valadares";16210;34470215,15;69636;1004
"312780 Grão Mogol";650;258556,39;2746;24
"312800 Guanhães";2496;1256757,50;5748;56
"312810 Guapé";159;70318,21;598;16
"312820 Guaraciaba";66;18374,79;228;1
"312830 Guaranésia";592;259252,73;2401;36
"312860 Guarda-Mor";67;26857,74;242;4
"312870 Guaxupé";2328;2111057,00;7776;176
"312910 Gurinhatã";70;31657,79;117;4
"312940 Ibertioga";184;51115,80;1042;8
"312950 Ibiá";286;143243,03;723;5
"312970 Ibiraci";10;3673,12;11;1
"312980 Ibirité";2884;2535945,15;11618;119
"313030 Iguatama";70;27557,05;382;5
"313050 Ilicínea";199;116277,19;460;3
"313090 Inhapim";412;225619,67;1169;7
"313120 Ipanema";757;365693,57;2074;45
"313130 Ipatinga";16698;35717724,82;82979;1044
"313150 Ipuiúna";106;44968,54;370;4
"313170 Itabira";6098;7234331,37;33372;295
"313180 Itabirinha";404;251853,00;1407;8
"313190 Itabirito";1241;629080,39;6176;41
"313210 Itacarambi";182;82317,48;526;10
"313220 Itaguara";599;280192,48;1989;15
"313230 Itaipé";240;98724,69;1084;-
"313240 Itajubá";5299;10384838,08;20615;351
"313250 Itamarandiba";1354;621773,03;7223;41
"313270 Itambacuri";1592;782779,41;5785;93
"313300 Itamonte";628;291844,14;2019;17
"313310 Itanhandu";738;662898,83;2536;41
"313320 Itanhomi";294;135754,91;820;5
"313330 Itaobim";1777;766351,65;6108;109
"313350 Itapecerica";497;198911,30;1993;40
"313375 Itaú de Minas";153;71672,95;621;14
"313380 Itaúna";2490;3300139,43;13152;228
"313420 Ituiutaba";3082;3263277,09;19765;309
"313440 Iturama";1057;573954,70;2539;29
"313460 Jaboticatubas";196;79001,79;920;14
"313470 Jacinto";654;307838,15;2071;11
"313490 Jacutinga";611;298451,47;1874;36
"313505 Jaíba";436;258118,25;2069;11
"313510 Janaúba";4356;4933000,63;18942;235
"313520 Januária";1248;580856,72;4366;57
"313540 Jeceaba";68;28115,69;343;4
"313580 Jequitinhonha";588;249341,50;2191;38
"313600 Joaíma";330;194345,45;1193;22
"313620 João Monlevade";3302;3500232,26;14620;247
"313630 João Pinheiro";1478;710234,21;4810;36
"313650 Jordânia";98;44091,45;418;2
"313670 Juiz de Fora";26336;67124074,82;211638;1574
"313690 Juruaia";193;97955,37;580;8
"313700 Ladainha";341;121538,54;1892;22
"313710 Lagamar";61;29707,12;246;3
"313720 Lagoa da Prata";1018;1798396,86;5576;82
"313750 Lagoa Formosa";254;106874,71;767;12
"313760 Lagoa Santa";1605;688594,58;4615;43
"313770 Lajinha";352;197316,48;988;8
"313780 Lambari";466;252380,96;1519;47
"313800 Laranjal";65;33881,26;332;-
"313820 Lavras";3823;6199622,93;16723;221
"313840 Leopoldina";1961;2059473,47;8446;132
"313860 Lima Duarte";382;182279,89;1769;30
"313880 Luz";1076;454374,47;2748;48
"313890 Machacalis";371;147762,33;1032;13
"313900 Machado";1209;555396,38;4058;57
"313920 Malacacheta";978;373173,48;3499;70
"313930 Manga";1149;530281,13;3468;46
"313940 Manhuaçu";7896;7094422,56;29937;268
"313950 Manhumirim";1507;1810728,74;6523;131
"313960 Mantena";1139;488258,95;3933;41
"313980 Mar de Espanha";459;164338,25;1983;44
"313990 Maria da Fé";95;47266,17;352;5
"314000 Mariana";1824;968967,94;7477;74
"314050 Martinho Campos";144;57888,41;816;19
"314070 Mateus Leme";481;316412,29;2489;25
"314090 Matipó";1214;437963,73;2762;16
"314110 Matozinhos";353;153674,94;1156;16
"314120 Matutina";3;1177,70;22;-
"314140 Medina";1139;561773,18;3263;41
"314150 Mendes Pimentel";293;163708,92;1104;-
"314160 Mercês";299;121024,48;832;21
"314180 Minas Novas";1852;725277,64;5334;48
"314190 Minduri";65;27758,46;286;7
"314200 Mirabela";439;215769,42;1102;18
"314220 Miraí";438;177975,65;1249;17
"314240 Moema";186;74910,55;690;11
"314260 Monsenhor Paulo";147;87944,06;1093;22
"314270 Montalvânia";654;259270,74;1183;18
"314280 Monte Alegre de Minas";496;238493,57;1401;31
"314290 Monte Azul";701;511376,82;2900;31
"314300 Monte Belo";187;91530,77;828;14
"314310 Monte Carmelo";2735;1239479,04;8045;77
"314320 Monte Santo de Minas";647;328323,38;1948;41
"314330 Montes Claros";23961;47779139,34;134540;1596
"314350 Morada Nova de Minas";134;41775,65;374;8
"314390 Muriaé";11420;28310996,56;51270;854
"314400 Mutum";487;258060,22;1858;5
"314410 Muzambinho";798;325341,82;2701;45
"314430 Nanuque";1255;612147,64;4210;64
"314450 Nazareno";65;32239,10;245;6
"314460 Nepomuceno";474;202051,39;1881;40
"314470 Nova Era";252;105513,95;1600;27
"314480 Nova Lima";2912;2229633,32;11450;132
"314500 Nova Ponte";271;101639,55;959;9
"314510 Nova Resende";243;131543,08;996;10
"314520 Nova Serrana";1967;1491467,80;5552;35
"314530 Novo Cruzeiro";689;236922,71;2840;47
"314560 Oliveira";2114;3018969,92;9423;146
"314590 Ouro Branco";381;154369,73;3447;28
"314600 Ouro Fino";1543;735997,54;3316;96
"314610 Ouro Preto";2642;3201206,64;12498;129
"314630 Padre Paraíso";742;311402,60;2746;61
"314650 Pains";145;68417,23;389;9
"314670 Palma";165;81390,63;617;8
"314710 Pará de Minas";3211;4670939,30;13564;138
"314700 Paracatu";3409;2581288,25;16707;181
"314720 Paraguaçu";500;218869,34;1541;18
"314730 Paraisópolis";407;180197,59;1316;30
"314760 Passa Quatro";468;208662,90;1586;24
"314770 Passa Tempo";250;87550,29;696;13
"314750 Passabém";27;8611,67;114;1
"314790 Passos";9704;26281754,22;45123;744
"314800 Patos de Minas";6794;11070709,30;37520;564
"314810 Patrocínio";4200;5466654,20;18986;227
"314860 Peçanha";812;375544,43;2893;46
"314870 Pedra Azul";1315;638824,76;4689;76
"314910 Pedralva";98;47831,51;422;14
"314930 Pedro Leopoldo";1315;793327,01;3830;24
"314980 Perdizes";388;191580,40;1244;9
"314990 Perdões";384;187726,99;1450;26
"315030 Piedade do Rio Grande";45;20907,52;241;2
"315050 Pimenta";81;31331,90;397;-
"315080 Piranga";396;143727,11;1421;19
"315110 Pirapetinga";359;168678,46;1108;20
"315120 Pirapora";3891;4104779,56;14152;178
"315140 Pitangui";1045;550188,82;5415;69
"315150 Piumhi";2395;2517496,51;7920;137
"315170 Poço Fundo";468;229446,79;1484;21
"315180 Poços de Caldas";6318;16888444,69;29920;465
"315190 Pocrane";82;38903,49;576;-
"315200 Pompéu";560;240338,48;1768;33
"315210 Ponte Nova";6930;13105385,30;34460;559
"315220 Porteirinha";1140;471352,55;3667;50
"315240 Poté";179;74337,51;1001;2
"315250 Pouso Alegre";9320;26154901,04;48858;610
"315260 Pouso Alto";264;95267,89;1661;13
"315270 Prados";213;91226,54;766;13
"315280 Prata";900;485374,06;1709;24
"315290 Pratápolis";29;11517,95;111;4
"315310 Presidente Bernardes";61;21054,35;290;4
"315340 Presidente Olegário";217;69244,85;799;9
"315400 Raul Soares";1029;428001,93;3431;48
"315410 Recreio";420;197961,09;1566;5
"315420 Resende Costa";697;340725,71;3477;41
"315430 Resplendor";1617;713224,72;5277;83
"315460 Ribeirão das Neves";3020;1254264,05;11560;101
"315470 Ribeirão Vermelho";28;14899,19;89;3
"315490 Rio Casca";371;159837,91;859;4
"315520 Rio Espera";35;13135,56;176;4
"315550 Rio Paranaíba";157;65519,65;652;1
"315560 Rio Pardo de Minas";576;299596,69;1627;19
"315570 Rio Piracicaba";201;71841,50;678;8
"315580 Rio Pomba";1243;588877,59;3473;50
"315590 Rio Preto";127;66093,36;454;6
"315600 Rio Vermelho";417;129464,66;1242;8
"315660 Rubim";278;153679,53;1203;15
"315670 Sabará";648;982149,74;14205;50
"315680 Sabinópolis";847;299501,63;2053;15
"315690 Sacramento";780;456527,32;2849;34
"315700 Salinas";2618;1093816,64;7414;118
"315710 Salto da Divisa";160;74367,94;624;7
"315720 Santa Bárbara";883;418067,85;2407;25
"315770 Santa Juliana";289;145168,00;670;3
"315780 Santa Luzia";1797;1248022,83;10950;134
"315790 Santa Margarida";537;246639,07;1323;16
"315820 Santa Maria do Suaçuí";1245;641978,11;4432;20
"315930 Santa Rita de Jacutinga";95;52030,07;411;7
"315960 Santa Rita do Sapucaí";1393;1588135,47;3084;127
"315980 Santa Vitória";601;272769,61;1692;8
"315990 Santo Antônio do Amparo";740;1057781,02;3925;61
"316040 Santo Antônio do Monte";1095;1021078,15;5176;38
"316070 Santos Dumont";1337;1164515,06;4970;87
"316100 São Domingos do Prata";395;144543,92;1723;36
"316110 São Francisco";1867;924511,54;6096;60
"316200 São Gonçalo do Sapucaí";1216;491027,12;2838;35
"316210 São Gotardo";747;366074,80;1951;13
"316220 São João Batista do Glória";82;35209,04;312;11
"316240 São João da Ponte";882;587478,96;2726;27
"316250 São João del Rei";4345;8630604,98;21379;271
"316270 São João do Paraíso";694;278765,26;1916;34
"316280 São João Evangelista";949;440707,99;3229;66
"316290 São João Nepomuceno";815;356436,59;2092;51
"316370 São Lourenço";3233;5165420,37;14579;193
"316390 São Pedro da União";42;20628,62;174;3
"316420 São Romão";155;67468,66;274;5
"316430 São Roque de Minas";57;13579,06;288;3
"316470 São Sebastião do Paraíso";4412;10482424,91;51529;180
"316500 São Tiago";348;134526,61;1585;8
"316530 São Vicente de Minas";204;96309,87;588;19
"316570 Senador Firmino";64;24156,44;298;3
"316680 Serra do Salitre";179;90712,14;724;4
"316690 Serrania";80;32752,31;339;6
"316710 Serro";1524;824639,49;4235;56
"316720 Sete Lagoas";11941;14880994,16;46938;703
"316800 Taiobeiras";4505;4791213,75;17221;202
"316840 Tarumirim";1138;528663,14;3575;-
"316860 Teófilo Otoni";9823;21389358,74;47879;559
"316870 Timóteo";2003;2068545,90;7507;84
"316890 Tiros";30;15642,39;288;-
"316930 Três Corações";3128;3917786,97;15660;229
"316935 Três Marias";1008;500854,61;2881;40
"316940 Três Pontas";2876;3199283,92;11033;208
"316970 Turmalina";1490;649727,36;5170;40
"316990 Ubá";7139;9050343,28;33247;509
"317010 Uberaba";15478;32512628,48;106866;1236
"317020 Uberlândia";33130;58846819,03;172128;1489
"317040 Unaí";2659;1659148,02;10043;105
"317043 União de Minas";189;66354,63;541;1
"317052 Urucuia";214;91119,44;774;4
"317070 Varginha";6583;20363611,85;31298;457
"317080 Várzea da Palma";610;265517,63;2996;39
"317090 Varzelândia";333;174411,73;1802;1
"317100 Vazante";164;81856,57;583;9
"317120 Vespasiano";764;329124,37;3053;19
"317130 Viçosa";4448;5930201,40;21958;231
"317160 Virgem da Lapa";9;3842,04;34;-
"317170 Virgínia";240;106835,93;1005;16
"317180 Virginópolis";594;262715,70;2112;51
"317200 Visconde do Rio Branco";2803;1796239,04;8624;172
"320010 Afonso Cláudio";896;396757,05;2917;33
"320020 Alegre";587;253040,10;1542;14
"320040 Anchieta";429;202522,64;2462;32
"320060 Aracruz";2496;2506404,59;10025;116
"320070 Atilio Vivacqua";71;24678,62;335;5
"320080 Baixo Guandu";803;361215,70;4313;45
"320090 Barra de São Francisco";1194;584828,04;4804;81
"320100 Boa Esperança";107;37561,01;288;4
"320120 Cachoeiro de Itapemirim";17086;31190897,73;86917;738
"320130 Cariacica";5254;3999196,20;33590;63
"320140 Castelo";1178;576037,78;5310;46
"320150 Colatina";11671;17289476,91;41337;404
"320170 Conceição do Castelo";106;29309,11;310;4
"320190 Domingos Martins";1392;646182,22;5710;53
"320210 Ecoporanga";314;131510,30;872;12
"320230 Guaçuí";1823;2227879,85;8251;163
"320240 Guarapari";2469;1420449,26;8709;6
"320245 Ibatiba";776;397617,43;2079;15
"320280 Itapemirim";2512;1485574,09;8447;87
"320290 Itarana";119;44741,88;515;8
"320300 Iúna";752;279745,67;2197;33
"320305 Jaguaré";339;146393,42;848;3
"320310 Jerônimo Monteiro";1117;622363,96;4261;48
"320313 João Neiva";105;35299,25;463;7
"320316 Laranja da Terra";131;49401,09;511;10
"320320 Linhares";7499;12803178,83;31898;428
"320340 Mimoso do Sul";823;357075,46;3587;37
"320350 Montanha";405;179529,48;1563;9
"320360 Mucurici";329;125436,04;592;1
"320370 Muniz Freire";205;79779,90;678;19
"320380 Muqui";142;50596,45;749;14
"320390 Nova Venécia";1515;588855,29;5430;32
"320400 Pancas";49;19742,69;228;2
"320405 Pedro Canário";351;133470,76;664;11
"320410 Pinheiros";529;214671,72;1450;3
"320435 Rio Bananal";96;37833,34;373;9
"320450 Santa Leopoldina";581;442713,16;1000;10
"320455 Santa Maria de Jetibá";1043;406245,95;2674;30
"320460 Santa Teresa";2387;2554228,13;8427;85
"320470 São Gabriel da Palha";357;82102,61;1086;13
"320480 São José do Calçado";653;394770,36;3489;37
"320490 São Mateus";11656;8930188,26;37812;529
"320500 Serra";11773;23085156,42;87326;1155
"320503 Vargem Alta";275;74284,78;855;10
"320506 Venda Nova do Imigrante";1256;1122723,33;5020;54
"320520 Vila Velha";19254;35677788,50;103839;885
"320530 Vitória";34547;64277211,32;188663;1624
"330010 Angra dos Reis";5797;4715119,31;34089;463
"330015 Aperibé";510;199102,96;1879;31
"330020 Araruama";1526;2363795,97;13312;133
"330022 Areal";105;38495,79;574;15
"330023 Armação dos Búzios";1572;711052,67;7067;125
"330025 Arraial do Cabo";680;394009,85;3599;56
"330030 Barra do Piraí";2900;3419817,00;41787;373
"330040 Barra Mansa";6883;11461054,85;31715;542
"330045 Belford Roxo";8713;7465275,40;31366;234
"330050 Bom Jardim";847;384127,21;3347;66
"330060 Bom Jesus do Itabapoana";1364;1406422,69;6625;91
"330070 Cabo Frio";6510;8050034,34;25124;438
"330080 Cachoeiras de Macacu";513;272194,66;2318;55
"330090 Cambuci";238;168452,76;740;20
"330100 Campos dos Goytacazes";18464;37921617,11;165865;1277
"330110 Cantagalo";807;384893,63;3296;68
"330120 Carmo";744;319301,97;3455;58
"330130 Casimiro de Abreu";1559;766680,64;6929;147
"330140 Conceição de Macabu";150;59059,66;1443;23
"330150 Cordeiro";642;307901,11;2481;51
"330160 Duas Barras";197;95733,57;928;17
