 Procedimentos hospitalares do SUS - por local de internação - Brasil
Internações por Município e Ano/mês processamento
Procedimentos:todos
Período:Abr-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"260400 Carpina";66;54;58;54;92;61;91;92;77;645
"260410 Caruaru";2339;2125;2032;2300;2478;1829;2313;2111;1905;19432
"260415 Casinhas";4;9;-;19;5;6;8;-;-;51
"260430 Cedro";4;10;3;4;1;6;9;5;-;42
"260450 Chã Grande";15;5;7;15;17;17;17;38;25;156
"260460 Condado";-;2;2;1;4;4;-;-;-;13
"260470 Correntes";13;5;4;7;3;9;6;7;9;63
"260480 Cortês";19;12;8;3;5;9;17;3;-;76
"260490 Cumaru";1;5;6;5;7;3;7;9;-;43
"260500 Cupira";3;12;15;24;15;26;19;17;28;159
"260510 Custódia";27;9;22;20;20;-;-;-;-;98
"260515 Dormentes";22;21;27;26;14;28;23;14;17;192
"260520 Escada";23;11;12;14;11;44;62;57;-;234
"260530 Exu";25;16;31;21;3;4;52;-;-;152
"260540 Feira Nova";6;8;7;19;14;16;33;14;11;128
"260545 Fernando de Noronha";2;4;5;-;-;-;9;8;9;37
"260560 Flores";4;7;11;9;12;9;8;10;18;88
"260570 Floresta";67;68;62;75;59;61;49;46;42;529
"260580 Frei Miguelinho";4;5;2;6;2;4;7;4;4;38
"260590 Gameleira";8;3;6;7;8;9;9;5;-;55
"260600 Garanhuns";804;881;784;810;837;850;917;936;845;7664
"260610 Glória do Goitá";-;-;3;7;8;15;16;12;9;70
"260620 Goiana";133;157;102;178;188;189;240;269;150;1606
"260630 Granito";5;1;4;5;1;2;1;2;5;26
"260640 Gravatá";74;72;49;56;30;26;32;32;-;371
"260650 Iati";16;10;23;19;-;-;-;-;-;68
"260660 Ibimirim";19;10;27;32;30;30;28;25;25;226
"260670 Ibirajuba";6;2;4;4;5;3;2;5;1;32
"260680 Igarassu";9;5;4;9;5;10;12;19;10;83
"260690 Iguaracy";3;2;3;1;3;1;4;2;1;20
"260700 Inajá";26;16;13;10;21;8;9;11;6;120
"260710 Ingazeira";4;2;5;2;3;4;4;2;1;27
"260720 Ipojuca";109;133;143;129;134;154;132;100;122;1156
"260730 Ipubi";37;15;15;18;9;9;-;-;-;103
"260750 Itaíba";27;18;18;14;14;19;17;21;-;148
"260765 Itambé";20;27;11;18;-;-;-;-;-;76
"260770 Itapetim";21;17;19;18;8;20;15;11;17;146
"260780 Itaquitinga";1;1;2;2;-;-;-;-;-;6
"260790 Jaboatão dos Guararapes";1370;1185;1293;1441;1466;1379;1431;1383;1460;12408
"260795 Jaqueira";1;1;1;-;-;3;-;4;-;10
"260800 Jataúba";8;18;17;28;18;26;16;19;13;163
"260805 Jatobá";20;11;14;7;11;11;-;-;-;74
"260810 João Alfredo";14;8;10;6;14;11;14;10;9;96
"260825 Jucati";-;-;-;-;-;3;10;5;-;18
"260830 Jupi";6;6;23;9;15;14;12;7;-;92
"260840 Jurema";15;12;14;23;35;13;19;10;1;142
"260850 Lagoa de Itaenga";2;1;1;2;4;7;18;18;21;74
"260845 Lagoa do Carro";3;4;3;3;3;3;6;5;3;33
"260860 Lagoa do Ouro";17;11;15;10;13;17;27;11;-;121
"260870 Lagoa dos Gatos";-;-;-;2;2;2;1;6;2;15
"260875 Lagoa Grande";30;13;18;14;32;22;28;26;23;206
"260880 Lajedo";42;44;63;22;27;23;34;34;22;311
"260890 Limoeiro";192;149;163;172;187;201;260;-;222;1546
"260900 Macaparana";24;26;8;3;18;32;43;30;22;206
"260910 Machados";3;2;-;1;1;1;4;4;-;16
"260915 Manari";18;8;16;24;18;21;17;21;13;156
"261430 Moreilândia";3;6;4;4;6;4;3;5;4;39
"260940 Moreno";209;187;123;160;149;95;264;203;127;1517
"260950 Nazaré da Mata";314;318;-;597;258;268;283;276;245;2559
"260960 Olinda";621;512;555;524;605;544;552;516;486;4915
"260970 Orobó";13;13;11;13;10;15;14;10;14;113
"260980 Orocó";14;9;19;11;11;8;10;-;-;82
"260990 Ouricuri";547;599;547;574;523;521;590;563;477;4941
"261000 Palmares";781;602;580;623;650;703;704;642;692;5977
"261010 Palmeirina";5;6;2;6;3;3;1;1;-;27
"261020 Panelas";13;11;13;14;8;15;11;13;-;98
"261030 Paranatama";7;13;27;20;10;19;23;22;9;150
"261040 Parnamirim";16;10;6;16;12;11;19;20;6;116
"261050 Passira";9;12;16;2;12;3;-;-;-;54
"261060 Paudalho";27;28;26;20;21;32;44;102;-;300
"261070 Paulista";818;713;828;954;1061;1067;1060;1036;1024;8561
"261080 Pedra";16;5;6;6;6;6;12;10;11;78
"261090 Pesqueira";116;110;106;122;137;141;176;129;143;1180
"261100 Petrolândia";265;99;97;74;93;92;92;104;-;916
"261110 Petrolina";1206;2300;1700;1939;2302;1855;1757;1751;1963;16773
"261120 Poção";-;-;-;1;1;1;4;4;2;13
"261130 Pombos";29;-;1;1;1;-;11;5;-;48
"261150 Quipapá";1;3;8;3;7;10;6;6;3;47
"261160 Recife";16027;14222;16313;18444;19275;20805;20998;21474;20184;167742
"261170 Riacho das Almas";24;24;26;28;15;22;17;12;-;168
"261180 Ribeirão";8;10;10;28;-;-;-;-;-;56
"261200 Sairé";-;-;2;2;-;1;-;-;-;5
"261220 Salgueiro";573;481;477;579;549;532;598;592;592;4973
"261230 Saloá";12;12;7;10;13;17;9;7;7;94
"261240 Sanharó";6;2;26;12;2;-;-;-;-;48
"261245 Santa Cruz";21;19;25;25;16;26;25;14;18;189
"261247 Santa Cruz da Baixa Verde";7;3;9;2;8;5;5;-;-;39
"261250 Santa Cruz do Capibaribe";62;43;40;53;36;31;51;-;-;316
"261255 Santa Filomena";13;8;9;7;8;12;6;-;-;63
"261260 Santa Maria da Boa Vista";21;22;32;29;28;28;19;-;-;179
"261280 Santa Terezinha";6;5;8;2;5;4;1;1;-;32
"261290 São Benedito do Sul";1;3;-;-;-;-;-;-;-;4
"261300 São Bento do Una";47;46;89;27;75;53;68;48;47;500
"261310 São Caitano";29;35;12;20;68;11;49;45;33;302
"261320 São João";10;17;11;14;18;16;42;35;17;180
"261330 São Joaquim do Monte";4;5;5;4;7;11;7;6;8;57
"261350 São José do Belmonte";28;29;27;53;43;36;81;37;78;412
"261360 São José do Egito";42;55;41;74;72;56;81;-;-;421
"261370 São Lourenço da Mata";82;66;45;88;116;110;208;167;34;916
"261380 São Vicente Ferrer";12;9;8;2;2;5;1;2;2;43
"261390 Serra Talhada";604;715;603;614;686;709;453;448;482;5314
"261400 Serrita";15;21;13;13;2;8;17;11;7;107
"261410 Sertânia";14;25;30;29;36;33;31;42;23;263
"261420 Sirinhaém";19;2;10;16;16;10;15;12;2;102
"261440 Solidão";5;2;5;2;1;2;-;-;-;17
"261450 Surubim";75;54;49;72;64;74;80;113;121;702
"261460 Tabira";14;13;9;6;19;13;10;17;6;107
"261480 Tacaratu";7;6;12;6;5;2;8;-;-;46
"261485 Tamandaré";5;4;2;5;5;6;7;14;7;55
"261500 Taquaritinga do Norte";10;5;17;17;14;12;15;14;14;118
"261510 Terezinha";8;2;2;7;6;10;10;9;7;61
"261520 Terra Nova";6;6;7;6;1;3;7;6;4;46
"261530 Timbaúba";34;27;28;44;43;65;56;-;-;297
"261540 Toritama";28;24;20;57;30;22;35;24;-;240
"261560 Trindade";50;16;19;15;14;17;27;26;-;184
"261570 Triunfo";14;3;4;6;12;11;8;6;6;70
"261580 Tupanatinga";2;10;8;9;22;19;12;11;9;102
"261590 Tuparetama";12;11;14;8;29;27;26;31;28;186
"261600 Venturosa";32;14;27;21;20;9;24;20;-;167
"261610 Verdejante";4;3;3;2;3;5;2;4;-;26
"261620 Vertentes";45;14;10;36;66;112;57;52;50;442
"261630 Vicência";2;6;1;-;-;-;-;-;-;9
"261640 Vitória de Santo Antão";526;525;389;429;428;456;551;402;166;3872
"270010 Água Branca";7;7;2;21;13;18;13;12;15;108
"270030 Arapiraca";2083;1981;1623;1693;1771;1679;1817;2070;2169;16886
"270040 Atalaia";29;24;27;18;17;12;12;12;11;162
"270070 Batalha";22;30;17;27;39;100;114;92;89;530
"270100 Boca da Mata";4;2;5;-;2;10;14;3;3;43
"270140 Campo Alegre";58;49;25;23;22;48;35;29;31;320
"270170 Capela";16;16;18;22;20;16;34;53;-;195
"270210 Colônia Leopoldina";5;17;5;8;9;8;10;9;11;82
"270230 Coruripe";571;575;595;727;672;901;903;815;-;5759
"270235 Craíbas";10;7;5;6;10;7;7;4;2;58
"270240 Delmiro Gouveia";64;101;69;62;63;56;72;97;71;655
"270280 Flexeiras";1;3;4;2;4;1;3;4;2;24
"270300 Ibateguara";8;7;3;3;2;5;6;2;-;36
"270380 Joaquim Gomes";21;32;9;10;10;13;17;16;16;144
"270400 Junqueiro";25;24;23;17;27;24;17;28;13;198
"270430 Maceió";5891;4775;4085;5062;5236;5705;6605;6970;6513;50842
"270450 Maragogi";34;40;30;32;32;25;23;12;25;253
"270470 Marechal Deodoro";-;-;-;-;16;21;17;20;20;94
"270500 Mata Grande";19;3;11;8;9;-;-;-;-;50
"270510 Matriz de Camaragibe";22;18;11;11;12;17;10;12;8;121
"270550 Murici";24;23;28;34;28;27;34;28;31;257
"270630 Palmeira dos Índios";302;201;162;276;340;418;619;690;583;3591
"270640 Pão de Açúcar";36;27;17;39;50;114;216;231;139;869
"270660 Paulo Jacinto";1;-;-;-;2;3;2;-;-;8
"270670 Penedo";271;216;124;184;284;210;210;316;-;1815
"270680 Piaçabuçu";1;1;1;4;6;7;7;1;-;28
"270690 Pilar";94;54;31;67;66;107;113;117;101;750
"270710 Piranhas";32;33;34;32;26;49;30;37;17;290
"270730 Porto Calvo";31;32;32;28;35;25;41;32;32;288
"270760 Quebrangulo";6;2;13;3;2;4;6;5;1;42
"270770 Rio Largo";167;60;40;44;45;34;40;25;28;483
"270800 Santana do Ipanema";590;586;600;567;845;626;654;598;650;5716
"270830 São José da Laje";28;15;14;15;7;7;12;9;11;118
"270840 São José da Tapera";26;23;23;20;23;13;13;18;10;169
"270850 São Luís do Quitunde";13;33;37;29;25;24;13;22;28;224
"270860 São Miguel dos Campos";439;287;198;403;442;387;408;425;-;2989
"270915 Teotônio Vilela";80;96;63;47;64;36;62;51;-;499
"270920 Traipu";5;3;-;1;2;1;-;-;-;12
"270930 União dos Palmares";242;253;264;245;251;261;234;236;267;2253
"270940 Viçosa";48;27;46;32;34;31;34;37;24;313
"280020 Aquidabã";110;107;105;105;106;105;130;123;124;1015
"280030 Aracaju";4188;4009;3690;3873;4000;3640;4752;4813;3943;36908
"280130 Capela";103;95;71;38;53;37;172;91;91;751
"280210 Estância";446;381;540;524;477;573;341;496;502;4280
"280290 Itabaiana";650;680;566;569;552;520;591;633;-;4761
"280340 Japoatã";-;-;-;-;-;-;-;64;59;123
"280350 Lagarto";297;302;251;291;372;276;439;648;668;3544
"280450 Nossa Senhora da Glória";94;111;100;146;205;205;130;84;75;1150
"280480 Nossa Senhora do Socorro";325;265;148;221;208;262;248;219;170;2066
"280570 Propriá";345;309;211;219;196;217;190;207;220;2114
"280590 Riachuelo";55;44;43;19;19;18;14;9;21;242
"280670 São Cristóvão";26;28;29;28;38;26;51;39;44;309
"290020 Abaré";41;33;37;23;26;27;14;18;29;248
"290040 Água Fria";15;16;3;27;9;9;14;7;7;107
"290070 Alagoinhas";381;526;556;468;568;732;651;682;868;5432
"290080 Alcobaça";56;44;38;34;48;49;47;42;58;416
"290100 Amargosa";58;56;71;55;59;55;54;47;48;503
"290110 Amélia Rodrigues";11;2;31;12;12;15;9;24;-;116
"290115 América Dourada";30;26;23;34;35;38;24;28;20;258
"290120 Anagé";14;14;9;16;1;-;-;-;-;54
"290130 Andaraí";25;23;24;32;13;23;28;19;30;217
"290150 Anguera";6;9;6;6;5;7;8;4;8;59
"290160 Antas";300;231;218;196;204;212;447;485;382;2675
"290205 Araças";6;6;4;6;6;4;4;2;2;40
"290200 Aracatu";16;-;32;22;16;14;16;-;11;127
"290210 Araci";47;53;43;48;42;50;70;40;47;440
"290240 Aurelino Leal";21;93;52;38;40;50;85;72;58;509
"290250 Baianópolis";25;24;41;-;-;-;-;-;-;90
"290260 Baixa Grande";44;31;42;37;37;31;34;40;40;336
"290270 Barra";276;261;238;252;259;295;366;315;319;2581
"290280 Barra da Estiva";198;164;155;159;162;145;163;170;100;1416
"290290 Barra do Choça";95;53;78;85;75;73;51;71;70;651
"290300 Barra do Mendes";30;22;30;25;26;29;25;29;21;237
"290320 Barreiras";1122;1181;1107;1141;911;969;1085;1148;1115;9779
"290323 Barro Alto";76;76;77;76;77;76;75;76;66;675
"290330 Barro Preto";-;-;-;-;1;6;3;-;1;11
"290327 Barrocas";24;20;16;29;24;24;28;25;4;194
"290340 Belmonte";65;64;36;41;13;62;60;64;42;447
"290350 Belo Campo";22;25;36;39;34;49;40;35;-;280
"290360 Biritinga";17;15;18;8;15;16;1;-;20;110
"290380 Boa Vista do Tupim";33;20;11;33;18;17;13;9;-;154
"290390 Bom Jesus da Lapa";379;302;267;337;258;367;328;397;291;2926
"290395 Bom Jesus da Serra";33;25;24;29;23;42;21;44;17;258
"290400 Boninal";15;6;19;20;15;24;16;11;-;126
"290405 Bonito";27;22;22;17;25;20;-;39;-;172
"290410 Boquira";74;61;55;66;67;68;66;60;59;576
"290420 Botuporã";-;-;20;20;25;3;14;10;18;110
"290430 Brejões";11;10;17;14;17;20;13;14;17;133
"290440 Brejolândia";14;14;34;32;34;-;-;-;-;128
"290450 Brotas de Macaúbas";3;5;5;6;7;5;5;6;-;42
"290460 Brumado";494;460;465;358;541;328;379;264;54;3343
"290475 Buritirama";-;-;-;-;104;104;45;43;40;336
"290480 Caatiba";9;-;12;9;5;7;5;7;6;60
"290490 Cachoeira";58;31;51;33;58;60;45;98;47;481
"290500 Caculé";81;64;69;88;66;63;79;80;-;590
"290510 Caém";65;46;41;56;68;86;61;70;34;527
"290520 Caetité";288;220;153;301;238;228;200;235;149;2012
"290530 Cafarnaum";53;40;47;41;40;36;58;56;55;426
"290550 Caldeirão Grande";78;75;46;50;79;59;73;40;25;525
"290560 Camacan";130;134;143;99;111;181;132;178;176;1284
"290570 Camaçari";467;453;402;397;507;463;496;446;504;4135
"290590 Campo Alegre de Lourdes";145;91;111;116;140;87;165;97;120;1072
"290600 Campo Formoso";206;206;226;190;194;290;249;263;261;2085
"290610 Canápolis";44;56;69;61;38;61;53;63;66;511
"290620 Canarana";26;50;23;17;65;48;44;50;45;368
"290630 Canavieiras";20;72;45;52;57;43;40;42;30;401
"290640 Candeal";-;5;-;1;3;6;-;2;-;17
"290650 Candeias";194;241;209;198;195;202;219;254;47;1759
"290660 Candiba";47;49;43;53;57;58;49;54;46;456
"290670 Cândido Sales";79;58;59;50;44;77;8;-;-;375
"290680 Cansanção";95;94;71;86;52;88;37;66;57;646
"290682 Canudos";26;26;3;32;44;29;26;27;21;234
"290685 Capela do Alto Alegre";14;-;-;-;-;-;-;-;-;14
"290687 Capim Grosso";117;105;124;126;144;148;139;151;158;1212
"290690 Caravelas";43;39;39;29;83;90;95;54;33;505
"290710 Carinhanha";34;43;36;28;18;15;38;20;-;232
"290720 Casa Nova";53;70;31;46;36;21;59;55;48;419
"290730 Castro Alves";70;51;67;42;67;77;147;127;8;656
"290750 Catu";240;164;143;189;187;195;296;497;477;2388
"290755 Caturama";-;10;4;5;2;-;8;3;6;38
"290760 Central";36;36;39;28;24;29;57;47;30;326
"290780 Cícero Dantas";82;23;70;50;69;52;44;49;27;466
"290790 Cipó";33;24;28;19;29;34;19;29;25;240
"290800 Coaraci";10;26;12;19;12;16;-;-;-;95
"290810 Cocos";118;116;118;117;124;118;117;115;109;1052
"290830 Conceição do Almeida";13;18;14;24;14;16;22;11;20;152
"290840 Conceição do Coité";436;392;372;376;386;355;541;510;479;3847
"290850 Conceição do Jacuípe";66;35;17;52;14;33;26;24;-;267
"290860 Conde";5;16;8;10;8;15;14;4;9;89
"290870 Condeúba";39;46;42;45;48;33;50;42;42;387
"290890 Coração de Maria";53;5;9;15;28;197;163;337;333;1140
"290900 Cordeiros";22;15;15;8;22;21;22;22;16;163
"290910 Coribe";29;34;8;33;27;2;34;26;-;193
"290930 Correntina";44;49;129;62;101;125;117;90;-;717
"290950 Cravolândia";41;-;-;20;-;30;24;25;21;161
"290960 Crisópolis";20;24;20;16;18;34;31;35;-;198
"290970 Cristópolis";79;156;139;166;154;133;124;141;128;1220
"290980 Cruz das Almas";244;230;202;198;173;211;251;283;187;1979
"290990 Curaçá";30;35;21;43;44;44;33;38;40;328
"291005 Dias d'Ávila";92;91;81;93;82;75;63;66;38;681
"291010 Dom Basílio";9;16;11;9;19;19;11;13;16;123
"291030 Elísio Medrado";19;11;7;11;3;7;8;4;15;85
"291040 Encruzilhada";36;41;32;-;-;34;5;44;93;285
"291050 Entre Rios";43;38;48;33;57;74;48;56;18;415
"290050 Érico Cardoso";13;26;24;25;20;5;13;16;14;156
"291060 Esplanada";97;103;122;104;99;123;91;118;113;970
"291070 Euclides da Cunha";223;288;302;321;351;288;243;298;350;2664
"291072 Eunápolis";460;442;295;315;205;267;355;359;380;3078
"291080 Feira de Santana";3079;3478;2615;2629;2892;3198;3050;3081;3174;27196
"291085 Filadélfia";57;49;48;17;25;19;30;30;13;288
"291110 Formosa do Rio Preto";70;155;152;151;165;146;167;144;152;1302
"291120 Gandu";89;72;67;69;83;115;110;91;-;696
"291130 Gentio do Ouro";23;23;19;21;16;21;15;20;19;177
"291150 Gongogi";13;-;7;24;8;20;14;11;3;100
"291170 Guanambi";637;530;541;640;639;649;693;653;464;5446
"291180 Guaratinga";105;25;7;94;16;40;18;17;17;339
"291200 Ibiassucê";48;51;52;43;44;52;60;68;42;460
"291210 Ibicaraí";10;8;23;20;19;28;25;31;6;170
"291230 Ibicuí";21;21;16;11;10;16;10;9;-;114
"291250 Ibipitanga";28;28;14;23;18;15;4;17;-;147
"291270 Ibirapitanga";89;110;98;107;105;92;85;78;82;846
"291280 Ibirapuã";35;44;25;41;12;60;32;19;14;282
"291290 Ibirataia";97;69;74;93;80;58;102;111;94;778
"291300 Ibitiara";58;70;76;97;73;105;97;83;50;709
"291310 Ibititá";48;43;52;56;62;59;59;37;43;459
"291320 Ibotirama";190;181;206;223;214;225;238;259;252;1988
"291340 Igaporã";22;34;18;14;15;57;18;68;27;273
"291345 Igrapiúna";37;37;33;33;34;33;37;16;14;274
"291350 Iguaí";269;238;174;193;140;184;181;208;150;1737
"291360 Ilhéus";1616;1378;1028;939;990;1325;1717;1845;874;11712
"291370 Inhambupe";23;40;20;35;24;30;14;10;9;205
"291380 Ipecaetá";2;13;5;6;6;9;6;2;6;55
"291390 Ipiaú";220;191;195;191;255;317;443;409;373;2594
"291400 Ipirá";73;63;77;70;-;-;-;-;-;283
"291410 Ipupiara";12;6;5;7;6;7;9;7;6;65
"291420 Irajuba";40;67;37;12;10;-;34;15;53;268
"291430 Iramaia";-;-;279;93;95;87;95;96;92;837
"291440 Iraquara";262;288;277;255;282;296;298;291;292;2541
"291450 Irará";62;47;28;23;46;63;27;27;-;323
"291460 Irecê";741;656;688;634;654;623;641;544;557;5738
"291465 Itabela";121;127;114;107;95;95;115;117;109;1000
"291470 Itaberaba";315;274;277;238;188;202;152;262;210;2118
"291480 Itabuna";1343;996;1398;1267;1137;943;1083;1241;1432;10840
"291490 Itacaré";26;15;24;12;19;25;7;47;15;190
"291500 Itaeté";20;19;19;14;26;30;14;22;19;183
"291510 Itagi";7;9;10;10;6;10;10;16;12;90
"291535 Itaguaçu da Bahia";13;20;19;8;15;12;16;15;21;139
"291540 Itaju do Colônia";-;6;9;12;7;8;14;24;18;98
"291550 Itajuípe";143;138;143;145;150;145;145;107;145;1261
"291560 Itamaraju";221;280;241;199;398;254;361;365;-;2319
"291580 Itambé";112;92;100;80;76;69;121;95;86;831
"291600 Itanhém";84;100;89;71;89;77;87;87;66;750
"291610 Itaparica";68;59;79;85;102;124;114;157;162;950
"291630 Itapebi";-;7;12;14;10;14;14;12;17;100
"291640 Itapetinga";302;257;245;279;294;296;294;280;55;2302
"291650 Itapicuru";22;15;18;15;15;13;15;6;-;119
"291660 Itapitanga";18;10;6;10;-;14;-;15;8;81
"291670 Itaquara";47;3;57;46;-;31;33;29;14;260
"291680 Itarantim";33;37;59;69;41;45;59;45;84;472
"291685 Itatim";12;17;17;15;12;17;14;22;18;144
"291690 Itiruçu";265;163;155;154;150;146;154;150;145;1482
"291700 Itiúba";104;98;87;86;55;78;83;97;96;784
"291710 Itororó";142;126;144;129;96;99;136;138;116;1126
"291720 Ituaçu";38;30;28;29;34;38;17;29;-;243
"291730 Ituberá";37;45;26;40;29;33;37;28;37;312
"291733 Iuiú";29;27;21;20;11;15;14;8;28;173
"291735 Jaborandi";61;64;59;47;57;85;48;56;45;522
"291740 Jacaraci";28;31;29;35;39;36;39;38;29;304
"291750 Jacobina";490;360;659;557;477;421;536;583;-;4083
"291760 Jaguaquara";160;156;137;124;122;141;175;179;-;1194
"291770 Jaguarari";18;31;25;36;30;68;62;47;67;384
"291800 Jequié";1360;1456;1248;916;935;596;1410;1081;1042;10044
"291810 Jeremoabo";27;40;21;33;66;57;10;106;1;361
"291820 Jiquiriçá";52;25;29;20;26;37;31;22;23;265
"291830 Jitaúna";16;7;8;19;10;13;8;14;18;113
"291835 João Dourado";32;29;22;25;28;32;45;29;33;275
"291840 Juazeiro";1518;1562;1416;1263;1305;1054;1418;464;1071;11071
"291850 Jussara";28;28;28;34;-;26;21;-;-;165
"291855 Jussari";-;-;-;5;-;-;-;-;4;9
"291860 Jussiape";18;10;20;18;16;13;6;14;7;122
"291880 Laje";27;25;26;16;35;28;21;30;-;208
"291905 Lajedo do Tabocal";10;14;11;13;10;-;33;-;-;91
"291915 Lapão";56;50;62;70;66;84;128;126;87;729
"291920 Lauro de Freitas";176;373;271;298;325;431;348;350;358;2930
"291930 Lençóis";10;14;18;12;15;10;14;5;3;101
"291940 Licínio de Almeida";28;25;29;21;31;17;35;28;26;240
"291950 Livramento de Nossa Senhora";118;151;153;149;177;163;215;177;172;1475
"291955 Luís Eduardo Magalhães";103;147;197;29;271;317;134;112;342;1652
"291960 Macajuba";20;16;14;16;19;24;15;12;-;136
"291970 Macarani";155;98;85;62;82;82;69;80;55;768
"291980 Macaúbas";84;52;126;148;126;109;157;132;112;1046
"292000 Maiquinique";30;27;43;32;25;26;32;27;39;281
"292010 Mairi";93;72;44;57;58;80;72;78;62;616
"292020 Malhada";51;70;55;80;64;21;110;39;-;490
"292050 Maracás";59;78;42;45;67;50;68;76;67;552
"292080 Marcionílio Souza";2;-;5;-;9;6;12;5;-;39
"292100 Mata de São João";129;172;158;124;76;151;165;164;97;1236
"292105 Matina";13;33;-;31;9;15;-;8;-;109
"292110 Medeiros Neto";61;44;45;58;52;98;68;65;-;491
"292120 Miguel Calmon";280;158;205;245;275;239;231;248;275;2156
"292130 Milagres";23;18;17;15;7;21;14;18;21;154
"292170 Morro do Chapéu";67;122;148;146;128;153;167;142;139;1212
"292180 Mortugaba";30;38;42;33;35;26;21;27;29;281
"292190 Mucugê";21;16;16;26;21;31;36;25;16;208
"292200 Mucuri";84;99;94;86;108;115;125;127;114;952
"292205 Mulungu do Morro";25;15;18;38;20;26;39;30;20;231
"292210 Mundo Novo";37;36;43;33;37;37;41;31;24;319
"292230 Muritiba";-;-;-;-;-;27;53;72;86;238
"292240 Mutuípe";66;49;55;37;36;40;32;37;71;423
"292250 Nazaré";125;129;89;66;53;43;158;144;128;935
"292265 Nordestina";39;39;39;37;39;38;35;-;-;266
"292270 Nova Canaã";90;128;139;136;77;198;141;138;124;1171
"292273 Nova Fátima";9;14;9;8;2;10;8;10;-;70
"292290 Nova Soure";14;40;33;34;35;31;22;-;-;209
"292300 Nova Viçosa";1;1;137;54;58;39;26;-;-;316
"292310 Olindina";105;111;121;128;125;129;128;131;127;1105
"292320 Oliveira dos Brejinhos";42;26;-;120;39;38;41;40;24;370
"292330 Ouriçangas";13;12;7;-;10;7;-;6;8;63
"292335 Ourolândia";-;55;29;28;27;27;21;27;18;232
"292340 Palmas de Monte Alto";53;57;57;37;64;63;99;55;51;536
"292360 Paramirim";198;175;199;214;206;213;203;214;212;1834
"292370 Paratinga";146;67;76;89;98;74;75;84;100;809
"292390 Pau Brasil";48;16;18;21;-;39;-;19;21;182
"292400 Paulo Afonso";95;88;174;527;654;541;685;756;655;4175
"292405 Pé de Serra";16;7;23;9;20;17;12;15;8;127
"292430 Piatã";41;36;39;35;37;41;41;41;23;334
"292440 Pilão Arcado";56;-;68;60;56;85;-;51;40;416
"292450 Pindaí";34;38;33;31;32;43;41;45;46;343
"292460 Pindobaçu";62;114;45;74;60;79;85;77;20;616
"292465 Pintadas";12;7;10;13;11;13;6;5;-;77
"292470 Piripá";8;15;13;15;12;18;14;24;15;134
"292480 Piritiba";14;20;19;-;26;35;22;9;24;169
"292490 Planaltino";42;41;39;43;43;42;36;45;45;376
"292500 Planalto";46;64;50;55;46;63;36;36;32;428
"292510 Poções";208;212;168;129;86;61;236;147;135;1382
"292520 Pojuca";95;97;150;138;138;124;117;-;-;859
"292525 Ponto Novo";40;33;28;25;66;38;44;35;17;326
"292530 Porto Seguro";653;650;665;606;727;662;688;682;664;5997
"292540 Potiraguá";6;7;7;9;7;12;14;17;7;86
"292550 Prado";86;-;-;-;-;-;-;-;-;86
"292560 Presidente Dutra";29;19;24;21;21;37;36;33;17;237
"292575 Presidente Tancredo Neves";61;45;38;21;38;54;60;47;51;415
"292580 Queimadas";89;101;99;91;112;75;123;128;106;924
"292590 Quijingue";37;41;40;11;45;31;39;29;28;301
"292595 Rafael Jambeiro";24;17;28;19;24;36;40;44;27;259
"292600 Remanso";102;70;72;69;70;93;76;68;58;678
"292610 Retirolândia";14;17;20;21;19;10;18;-;-;119
"292620 Riachão das Neves";-;34;37;18;37;16;-;-;-;142
"292630 Riachão do Jacuípe";144;111;104;136;241;219;96;375;100;1526
"292640 Riacho de Santana";61;60;87;75;69;82;101;66;37;638
"292650 Ribeira do Amparo";13;11;9;4;5;2;9;8;2;63
"292660 Ribeira do Pombal";426;371;383;409;388;382;390;402;400;3551
"292670 Rio de Contas";14;8;13;21;11;13;8;10;20;118
"292690 Rio do Pires";51;57;56;46;30;43;40;36;21;380
"292700 Rio Real";63;44;56;91;71;67;88;61;-;541
"292720 Ruy Barbosa";293;329;176;207;273;283;407;406;379;2753
"292730 Salinas da Margarida";18;13;14;8;9;10;8;14;20;114
"292740 Salvador";14461;13152;12781;14917;14808;15348;18121;18431;16916;138935
"292770 Santa Cruz Cabrália";13;18;23;26;24;21;-;-;-;125
"292790 Santa Inês";22;14;16;23;20;10;12;25;-;142
"292810 Santa Maria da Vitória";96;91;113;116;88;123;97;82;60;866
"292840 Santa Rita de Cássia";97;65;70;71;67;73;85;82;78;688
"292850 Santa Teresinha";28;19;21;25;25;29;14;11;-;172
"292800 Santaluz";190;163;179;171;206;204;237;229;209;1788
"292820 Santana";48;56;42;39;37;35;64;57;77;455
"292830 Santanópolis";23;-;12;11;-;6;8;-;2;62
"292870 Santo Antônio de Jesus";1131;1134;1085;1073;1040;1065;1076;1162;1127;9893
"292880 Santo Estêvão";58;56;48;59;53;55;45;54;41;469
"292890 São Desidério";74;60;94;98;55;98;99;81;122;781
"292895 São Domingos";22;25;30;26;12;26;26;24;-;191
"292910 São Felipe";9;10;11;19;17;13;9;7;-;95
"292900 São Félix";251;259;239;214;130;278;245;224;228;2068
"292905 São Félix do Coribe";101;46;39;71;44;39;51;12;81;484
"292920 São Francisco do Conde";129;89;124;60;153;88;140;-;-;783
